video_id,comentarios,autores,respuestas,me_gusta,title,channel_name,channel_id,view_count,category
ncOU7iZR5jY,0,0,0,0,Carlos Pineda y Andre Pozuelos | Seguridad II- Guatemala tiene solución | Ep. 3,Carlos Pineda,UCInL6HZez6Qn8IHV8Achhxw,3279,People & Blogs
rNpBtQXUMbE,0,0,0,0,PMT es ejemplo en Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,3212,News & Politics
Mme4XikKnlc,0,0,0,0,Municipalidad anuncia 111 nuevos autobuses y 17 rutas para mejorar el transporte en la capital,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,3146,News & Politics
VgcpKa1h_2Q,0,0,0,0,CONQUISTA LA CIUDAD / 21K BAM de la Municipalidad de Guatemala,21KMuniGuate,UC_nkMVSKgO9PeEaZ3LbPodg,3110,Sports
J6ctng-yAnI,0,0,0,0,CIV PROVIAL GRADUACIÓN XV PROMOCIÓN BRIGADAS 140619,CIV -Ministerio de Comunicaciones,UCAutgrPkiLhZxTB-Ujje1fw,2981,People & Blogs
AHzfpOL5sgw,0,0,0,0,Sistema de gobierno de Guatemala 🇬🇹,SUM Estudios Jurídicos.,UCwlb2TaG9ywiD6uhHWTy-qg,2895,Education
3P2OUk7aGmc,0,0,0,0,Presidente presenta Segundo Informe Presidencial en Sesión Solemne del Congreso de la República.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2838,Entertainment
0b2vfzXdCqs,0,0,0,0,Cadena Nacional del presidente Bernardo Arévalo,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2725,Entertainment
_cUZT7LMKE0,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2708,Entertainment
Bdn2nxDqQ90,0,0,0,0,Video Viral de PMT / GUATEMALA,carlos del cid,UC6XLvudi9BWjAzCR-6KAHiw,2482,Film & Animation
7hfUg8Z-W2o,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2449,Entertainment
H_TGv_cMwww,0,0,0,0,PMT: La fuerza laboral reguladora del tránsito más grande,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,2383,News & Politics
-5puKGEqcUc,0,0,0,0,INSIVUMEH pronostica incremento de lluvias para el fin de semana en Guatemala,T13 Noticias Guatemala,UCq0Cm-3SKthEySQc2JZBi1A,2357,News & Politics
a2zgl-1KZwY,0,0,0,0,#CadenaNacional | Mensaje del Presidente Bernardo Arévalo a la nación,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2334,Entertainment
Oztw_Hta52I,0,0,0,0,TRAFICO EN GUATEMALA,CHAPINISIMO,UC6ZUGqkstVjgNPvxtb90d8A,2326,Entertainment
6KlI_geqPOI,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2301,Entertainment
TXlMv6bt25w,0,0,0,0,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,2294,News & Politics
LqY_vAsa4PY,0,0,0,0,“Guatemala: Una historia escrita con corrupción”,PFNSE MEDIA,UCBQ9OCZNvmC--OH_e-qGGiA,2291,News & Politics
tcAQGuuo_Uc,0,0,0,0,El Ministerio de Gobernación Guatemala  brinda conferencia de prensa.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2254,Entertainment
x9TPnjUeuoo,0,0,0,0,VIDEO INSTITUCIONAL PROVIAL,CIV -Ministerio de Comunicaciones,UCAutgrPkiLhZxTB-Ujje1fw,2250,People & Blogs
C8wk4HWwWyM,0,0,0,0,Duro golpe al crimen organizado en Granja Penal de Pavón.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,2214,Entertainment
Qc_oHqe4Cjc,0,0,0,0,QUÉ GUARDAS EN LA CINTURA?  🔫🥕🥓🐷🤔@lilyvlogs6899 @ElJuanete1987 @Soychap1n @SimplementeFlori,CANALES ROBOS Y MENTIRAS 💰🧐,UCzwR2o8LFAgAMfO0KIcFh0A,2166,People & Blogs
nv6wMdQ997Q,0,0,0,0,PMT en todo,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,2107,News & Politics
_3kK0or6QI0,0,0,0,0,PROVIAL guatemala,heto009,UCdd624oESXuVlcGtrzMWEBQ,2054,News & Politics
bg1KCMaIrRM,0,0,0,0,"¡Atención, vecinos!",Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,1965,News & Politics
0eiVPMexNOo,0,0,0,0,CONRED se pronuncia tras sismos en el territorio nacional,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,1875,News & Politics
WQcgx8rs0Qo,0,0,0,0,"PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA.",Cronos Time GT,UCH1AYkCs1GpNK_xUwFYTsaQ,1861,Education
HMJXf1VdM5E,0,0,0,0,Lluvia inusual de Martes Santo provoca inundaciones en zona 1 de Villa Nueva,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,1688,News & Politics
d-V_Aw1t6nI,0,0,0,0,Graduacion  de la 57 Promocion  de la Policia Nacional Civil  de Guatemala.,PNCdeGuatemala,UCHsYnV67K3J0yJ4QeciVCww,1643,People & Blogs
1yHN9Ci7pXs,0,0,0,0,Municipalidad de Guatemala informa,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,1617,People & Blogs
FEc1BCuBiDg,0,0,0,0,¡Estamos con ustedes!,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,1562,News & Politics
vCtk_0NzB3s,0,0,0,0,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,1534,News & Politics
9XFVeHiWDTo,0,0,0,0,En #LaRondaGT conoce las acciones que impulsamos para modernizar los puertos y aeropuertos del país.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1516,Entertainment
4H6w9FQAcS8,0,0,0,0,"Avances en temas de economía, precios de los combustibles y otros temas de interés nacional.",Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1489,Entertainment
F72Rdq5crG4,0,0,0,0,Cambios en el Ministerio de Comunicaciones: Salen Lizzette Benítez y Adrián Zapata Alamilla,Canal Antigua,UC-GLagjBhWAZ3IOWFgzqIAw,1441,News & Politics
EGfy1BxGLIk,0,0,0,0,Colabore con las medidas de la PMT,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,1437,Education
FQP4JTo9ShA,0,0,0,0,Rafael Carrera y el nacimiento de Guatemala,MundoHistoria,UCvegRo82EipXUzAHQXZmr4A,1420,Education
soZMwC0Cj18,0,0,0,0,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,1405,News & Politics
wS6yC3yOAeA,0,0,0,0,Noticiero El Informativo. Nuestra semana de resultados.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1383,Entertainment
tqcZFVSXARQ,0,0,0,0,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1373,Entertainment
Z_pWnOi7oRw,0,0,0,0,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,1329,News & Politics
R-fRv_WoZOE,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1284,Entertainment
iBX5DMQSf3s,0,0,0,0,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1264,Entertainment
74F3Mn_NWoE,0,0,0,0,"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC.",Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1197,Entertainment
1HQLJycvzaQ,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1175,Entertainment
JgmCtBQWNL8,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1165,Entertainment
bMoENbSBSNs,0,0,0,0,¿Por qué Guatemala es una República? El decreto del 21 de marzo de 1847 y Rafael Carrera,El profe de Historia Gt,UCdHETJl6cR5dye5XxEyqycQ,1134,Education
bBz8nX4pMxc,0,0,0,0,Conred e Insivumeh informan sobre sismos en Guatemala este 31 de julio,Guatevisión,UCDaIW3kDab95q7iCSeVAnbQ,1115,Entertainment
MRJ9mKnXR9M,0,0,0,0,Labor de la PMT es honesta aseguran vecinos,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,1075,People & Blogs
dJcNu9YYwh4,0,0,0,0,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,1061,News & Politics
iCbGedZRRE8,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,1058,Entertainment
dvy9rQpqLWY,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,959,Entertainment
n31eyGuRKqo,0,0,0,0,El tráfico en Guatemala nos está enfermando - TanGente Salud Mental,TanGente Podcast,UCGSQ821fpPy-yXL9mUmKbBg,932,People & Blogs
AlbPEU3rbZs,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,870,Entertainment
tK__qZZ-H5w,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,866,Entertainment
6z2Psav9Onw,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,848,Entertainment
ffguGnMImL0,0,0,0,0,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,Gobierno de Guatemala,UCh4GjKBcqxOsL_Bt8gCCSLg,848,News & Politics
K2qWcueeMOc,0,0,0,0,#EnvivoDCA | Conferencia de prensa de Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,802,News & Politics
rjFut_yJcr8,0,0,0,0,Ministro de CIV conversó sobre los retos  actuales de la infraestructura vial en Guatemala,Canal Antigua,UC-GLagjBhWAZ3IOWFgzqIAw,800,News & Politics
5UNxNfcSzG4,0,0,0,0,Distinción del Cambio de la Rosa de la Paz a Pedro Castro López del INACOP,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,741,Entertainment
8CuQ2_HTaN0,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,735,Entertainment
AakUTlieyH0,0,0,0,0,Crisis de seguridad en Guatemala,Canal Antigua,UC-GLagjBhWAZ3IOWFgzqIAw,733,News & Politics
mPtR2HskBTE,0,0,0,0,Municipalidad de Guatemala   17/02/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,729,People & Blogs
BLc_KXPng9g,0,0,0,0,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,720,Entertainment
dsyLiSCrwcU,0,0,0,0,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",Cronos Time GT,UCH1AYkCs1GpNK_xUwFYTsaQ,701,Education
LRzZy8xBrjA,0,0,0,0,Conferencia de prensa ante el incremento de los combustibles.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,670,Entertainment
j4akBH678fw,0,0,0,0,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,649,Entertainment
BnZFUzpEDe4,0,0,0,0,Municipalidad de Guatemala se moderniza,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,642,People & Blogs
w57G_5jsqtU,0,0,0,0,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,625,News & Politics
vA6p51f14J4,0,0,0,0,Horarios especiales por celebraciones de fin de año,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,606,News & Politics
7mdtGeIHQnE,0,0,0,0,"#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debes saber, explicado por la CONRED",La Hora,UCrAoF9-9Vvb9_zK0t-m2Rhg,570,News & Politics
FU5zLTb4inc,0,0,0,0,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,549,News & Politics
K1IA6oTGws8,0,0,0,0,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,530,News & Politics
7kuHyjwuE_o,0,0,0,0,Centro Municipal de Emprendimiento - Municipalidad de Guatemala,Centro Municipal de Emprendimiento MuniGuate,UCBn6Y-Y3kCAQqYXHaMIjEVw,528,Entertainment
UDFS8gl80h8,0,0,0,0,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,Conred,UC6SA1dVHvAkc6yNS_t5cbGw,521,Education
2n31FhKmELI,0,0,0,0,TRÁFICO EN GUATEMALA,Fralis Maxiel Martinez,UC96TdbkzdlngA9hT1XNzJkw,512,People & Blogs
csqia7f3OIE,0,0,0,0,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,Carlitos Gamboa,UCzQX0cEQzCZ4ff9-P3gELug,509,People & Blogs
5OhxjDvuYbQ,0,0,0,0,"Operativos PMT ""Cero Tolerancia"" para fin de año",Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,494,News & Politics
DX5eT-hVU8Q,0,0,0,0,250 años Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,491,News & Politics
cl3Rpw9MstQ,0,0,0,0,Municipalidad de Guatemala sigue trabajando,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,484,News & Politics
1y61Kb9uSbg,0,0,0,0,Departamento de Tránsito de PNC certifica a 43 PMT en Educación Vial,Ministerio de Gobernación,UC8u2nvyHewt-mjdWSj0HJmQ,471,News & Politics
wpYwX-bGoz0,0,0,0,0,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,CIV -Ministerio de Comunicaciones,UCAutgrPkiLhZxTB-Ujje1fw,468,People & Blogs
9wHujSu-nbQ,0,0,0,0,Quorum,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,459,News & Politics
fenMcON-DjY,0,0,0,0,Encendido del Fuego Patrio y Mensaje Vicepresidencial,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,424,Entertainment
ArljwpsURdY,0,0,0,0,"Entrevista especial con Claudinne Ogaldes, Secretaria Ejecutiva de la SE-CONRED",Conred,UC6SA1dVHvAkc6yNS_t5cbGw,416,Education
qrdEegnTnaY,0,0,0,0,XVII Promoción de Brigadas PROVIAL,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,416,People & Blogs
-O4Pa7qS9WQ,0,0,0,0,"Viaje completo Ciudad de Guatemala al IRTRA de Retalhuleu, menos tráfico, Diesel a Q42.59",Guate Maya Trip,UCSQM9AVr3rr7_GF8RH5KFGw,383,Nonprofits & Activism
DMAKF8n0XJs,0,0,0,0,Guatemala TV • ID (2024-2026),Mdpls²,UC7G_DpDtzHv0wbGJvvFCrNg,367,Film & Animation
SryjaiL2B4Q,0,0,0,0,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,352,News & Politics
dWhSTyhegeQ,0,0,0,0,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,La Hora,UCrAoF9-9Vvb9_zK0t-m2Rhg,341,News & Politics
TSID63-IC3Y,0,0,0,0,Operativo Relámpago de -PROVIAL - DGT - DIACO -  en 41 Calle Zona 8 de la ciudad Capital.,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,332,People & Blogs
6y3KQmmg3Oc,0,0,0,0,Noticiero El Informativo. Nuestra semana de resultados.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,303,Entertainment
almmnboHkwM,0,0,0,0,Se mueve Guate 🚌,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,297,News & Politics
3LAwISMokIg,0,0,0,0,MUNICIPALIDAD DE GUATEMALA 17/12/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,294,People & Blogs
1-hr8eCOt_I,0,0,0,0,Este es el impacto ante el incremento del tráfico en la capital por el inicio de clases,AztecaGuate,UCwkVsH8aIOco3U_Fu7-UW5w,289,Entertainment
lYyGqHAL5nM,0,0,0,0,Comuna lanzó nueva imagen de la PM y PMT,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,286,People & Blogs
Fapc1-8m5Zc,0,0,0,0,Municipalidad de Guatemala 21/11/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,282,People & Blogs
XVZM15KVXjM,0,0,0,0,Conoce sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).,Conred,UC6SA1dVHvAkc6yNS_t5cbGw,267,Education
tEfZlrP4L5I,0,0,0,0,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,265,News & Politics
iWYddxEszoM,0,0,0,0,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,264,News & Politics
vp9MPfDG6AE,0,0,0,0,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",Noti7,UCVpSRoZgngfSL03Nlbjtq9A,260,News & Politics
l-mH80ygqFY,0,0,0,0,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,256,News & Politics
Q7nhEeibBK4,0,0,0,0,Desfile navideño 2024  -   @MunicipalidaddeGuatemala-1551,ALIS MOLINA CREA,UCbKjY2f2sGaghyrIeqjZvmg,255,Entertainment
a_kAe9IhBbo,0,0,0,0,Tráiler impacta pasarela en Aguilar Batres y provoca cierre parcial hacia la capital,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,255,News & Politics
I277M6i4jnY,0,0,0,0,Gestión del Riesgo de Desastres desde las comunidades.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,242,Entertainment
ShYWqmOpjFk,0,0,0,0,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,La Hora,UCrAoF9-9Vvb9_zK0t-m2Rhg,242,News & Politics
RjG-y7Y2-k4,0,0,0,0,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,239,News & Politics
CJQ46Hr4HcU,0,0,0,0,Municipalidad de Guatemala  19/12/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,222,People & Blogs
UcvHq8j-J38,0,0,0,0,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",Ministerio de Finanzas Públicas Guatemala,UCJJ071vIw7Bu8lJmXfiVrKw,222,News & Politics
7JerBdHtkWA,0,0,0,0,Cambio de horarios en Municipalidad de Guatemala,Canal 3 Guatemala,UCJcN367ge_Yo1p7b20_KSaA,215,News & Politics
vqcF9RFMOLQ,0,0,0,0,"Ciudad de Guatemala, el mejor lugar para vivir",Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,215,News & Politics
jQGvhMPMuAI,0,0,0,0,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,Canal Antigua,UC-GLagjBhWAZ3IOWFgzqIAw,214,News & Politics
vDVXM8ODuzM,0,0,0,0,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,214,News & Politics
IcF9rRdAtp8,0,0,0,0,Ministro de Comunicaciones Alejandro Sinibaldi realiza supervisión en la Ruta CA-1 Occidente,Ministerio de Comunicaciones Infraestructura y Vivienda,UCiQAWoQNcuKIAvCCFQC54UQ,211,People & Blogs
wYZPaJdVuhE,0,0,0,0,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,Guatevisión,UCDaIW3kDab95q7iCSeVAnbQ,202,News & Politics
TTijnAoFnzY,0,0,0,0,Conred reprograma simulacro nacional para el 24 de febrero,T13 Noticias Guatemala,UCq0Cm-3SKthEySQc2JZBi1A,200,News & Politics
YLFXK2c60Xc,0,0,0,0,Por estas razones el 65% de las denuncias por violación en Guatemala nunca llega a un tribunal,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,200,News & Politics
WXgGL9rZUHo,0,0,0,0,#EnvivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,190,News & Politics
pNInRBsPbHE,0,0,0,0,Encuentro por el agua,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,185,News & Politics
ZHJoIah2Owo,0,0,0,0,Conoce como funciona el Sistema Conred  #laprevenciónestareadetodos,Conred,UC6SA1dVHvAkc6yNS_t5cbGw,182,Education
Nc_Iy0MriYw,0,0,0,0,🛑🛑Actualización PROVIAL🛑🛑,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,179,News & Politics
GgU7qhmf020,0,0,0,0,Sueños GT: educación para la niñez de vendedores ambulantes en Antigua | Super - Episodio 1,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,167,Nonprofits & Activism
2p23yPpu6aQ,0,0,0,0,#Conred,Noticias-FA-Gt,UC7PbHMtfWgBFZ_SSZ8iRhQg,164,People & Blogs
bzosgvntOXU,0,0,0,0,Municipalidad de Guatemala 05/09/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,160,People & Blogs
TnZGNY1RsJE,0,0,0,0,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,HeX4EveR,UCuc8l25EFE17DV8dD64d2AQ,148,People & Blogs
mQH6bhmp_LY,0,0,0,0,Quorum: ¿Cómo investigamos la crisis del agua?,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,142,News & Politics
GjGMSFSE1gY,0,0,0,0,"“Gracias a dios, no hay reelección” 🤡",Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,130,News & Politics
EZfm-05qtWo,0,0,0,0,Municipalidad de Guatemala prepara plan de actividades en Semana Santa 2023,Cucurucho en Guatemala,UCFu4dCls6GPdTvgIeE9wjOA,128,People & Blogs
UzeOcBM9cuU,0,0,0,0,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,Conred,UC6SA1dVHvAkc6yNS_t5cbGw,127,Education
mCoOL2p0il4,0,0,0,0,Municipalidad de Guatemala   08/08/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,118,People & Blogs
Ab0RrbzxyBU,0,0,0,0,Municipalidad de Guatemala 17/11/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,117,People & Blogs
cpoiRUtF9uU,0,0,0,0,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),Canal Antigua,UC-GLagjBhWAZ3IOWFgzqIAw,117,News & Politics
5MFnG5B7ric,0,0,0,0,Municipalidad de Guatemala   09/07/2025,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,107,People & Blogs
8n6momRcC04,0,0,0,0,Mantenimiento constante,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,91,News & Politics
Oy6sKBhduu4,0,0,0,0,"Realizan Reunión Ordinaria de #CODEDE, 25 de febrero 2025.",Camarita Castro GT,UC_ONTY8RI6b-VqB-dhQ5qBQ,84,People & Blogs
y8XMbMxMF8E,0,0,0,0,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",Ministerio de Gobernación,UC8u2nvyHewt-mjdWSj0HJmQ,84,News & Politics
BW41jT3t3oI,0,0,0,0,Provial,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,79,People & Blogs
C5hJmAhpMMQ,0,0,0,0,"YOUTUBE PUNTO DE ENFOQUE MARIO MEJÍA, SUBDIRECTOR DE INSIVUMEH",INSIVUMEH,UClgawHgsbqN6Nuok7ds-Szw,79,Science & Technology
kaZgtwqwLrI,0,0,0,0,@rumzacapait @GobiernodeGuatemala,TRAYECTORIA Y EXITO CON ANABELLA CORDON,UCgRLnesCOuua3-JgFlzdS2w,74,People & Blogs
5DRG-WGTq1k,0,0,0,0,El Sistema CONRED continúa activo y trabajando de manera coordinada #VolcánDeFuego.,Conred,UC6SA1dVHvAkc6yNS_t5cbGw,68,Education
DkxSkQipYwo,0,0,0,0,PRESIDENTE BERNARDO ARÉVALO PARTICIPA EN EL ACTO CONMEMORATIVO DEL DÍA DEL EJÉRCITO,IDocumenta,UCgItjn_ZWFWcv1MlpKIkqgQ,66,News & Politics
ahicr7fQREY,0,0,0,0,Conred Podcast Episodio 9: Servidores Cívicos construyendo una cultura de prevención,Conred,UC6SA1dVHvAkc6yNS_t5cbGw,65,Education
PMaSDoG0H1U,0,0,0,0,¿Adiós al tráfico? Así es la nueva carretera Radial 6 para Guatemala,La Red 1061,UCMJ_FUWKr7PyXfvY55BdGZg,60,News & Politics
jSw-nFh94qQ,0,0,0,0,Gobernación promueve espacios de sana convivencia,Ministerio de Gobernación,UC8u2nvyHewt-mjdWSj0HJmQ,59,News & Politics
Bi34XvRV6AM,0,0,0,0,Plan de Evacuación CONRED,MESCOGT,UCyGWWWpmAP5AReA_o8bhaRg,58,People & Blogs
DC1_qrLUvHI,0,0,0,0,Municipalidad de Guatemala 26/08/2026,Concejales de Oposición - Muni Guate,UCW_PHqwqCCalvQGOEsVU0jw,49,People & Blogs
a6QFfhpY53g,0,0,0,0,Provial Informa,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,49,People & Blogs
