node_id,tipo,etiqueta,grado,grado_ponderado,canal,categoria,visualizaciones,handle
v:cpoiRUtF9uU,video,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),0,0,Canal Antigua,News & Politics,117,
v:csqia7f3OIE,video,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,0,0,Carlitos Gamboa,People & Blogs,509,
v:d-V_Aw1t6nI,video,Graduacion  de la 57 Promocion  de la Policia Nacional Civil  de Guatemala.,0,0,PNCdeGuatemala,People & Blogs,1643,
v:dJcNu9YYwh4,video,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",0,0,PrensaLibreOficial,News & Politics,1061,
v:dLctzx8qCgA,video,¿Cómo la CIA ALTERÓ el DESTINO de GUATEMALA para siempre?,0,0,Alan Delmonte,Education,108616,
v:dWhSTyhegeQ,video,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,0,0,La Hora,News & Politics,341,
v:dccwBXfxxiI,video,¡Espacios iluminados y seguros!,0,0,Municipalidad de Guatemala,News & Politics,38773,
v:dsyLiSCrwcU,video,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",0,0,Cronos Time GT,Education,701,
v:dvy9rQpqLWY,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,Gobierno de la República de Guatemala,Entertainment,959,
v:dya9nbxqWXE,video,ANDY EL MUÑEQUITO TRABAJADOR 🥴🏍🥴🤣@Soychap1n @lucilaylossinar @lilyvlogs6899,0,0,CANALES ROBOS Y MENTIRAS 💰🧐,People & Blogs,4939,
v:ebbgBtNrRz8,video,Las fuertes lluvias en Guatemala dejan al menos tres fallecidos en zonas rurales | Telemundo,0,0,Noticias Telemundo,News & Politics,63249,
v:ewdf3q1tuCA,video,INTERPOL Guatemala captura a mujer por prostituir a señoritas,0,0,Noti7,News & Politics,71048,
v:fBljA_npiMs,video,Refuerzan acciones para prevenir y combatir la trata de personas,0,0,Ministerio de Gobernación,News & Politics,36,
v:fenMcON-DjY,video,Encendido del Fuego Patrio y Mensaje Vicepresidencial,0,0,Gobierno de la República de Guatemala,Entertainment,424,
v:ffguGnMImL0,video,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,0,0,Gobierno de Guatemala,News & Politics,848,
v:g0aCNpZaAZ8,video,PMT de Guatemala es ejemplo para otros municipios,0,0,Municipalidad de Guatemala,News & Politics,4103,
v:gF42rhVhP8w,video,Tenemos un gran problema con la seguridad de las construcciones en Guatemala,0,0,TanGente Podcast,Entertainment,9033,
v:gbcggAMJczg,video,Dionel  Art s Vídeo danzando con la muerte,0,0,Dionel.Art_music,People & Blogs,7,
v:go4jAhCJS0w,video,Así reaccionaría la guardia presidencial de la Saas en caso de una emergencia,0,0,PrensaLibreOficial,News & Politics,7381,
v:hGOvuWe8P3Q,video,🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN,0,0,Vittor Blogs,News & Politics,6682,
v:hy0mwEHr6V0,video,MI3 será utilizado dentro de las evaluaciones a aspirantes a PNC,0,0,Ministerio de Gobernación,News & Politics,127595,
v:iBX5DMQSf3s,video,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,0,0,Gobierno de la República de Guatemala,Entertainment,1264,
v:iCbGedZRRE8,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,Gobierno de la República de Guatemala,Entertainment,1058,
v:iEmScdnYQdg,video,La nueva ruta que evita El Trébol,0,0,Tráfico Sin Censura,People & Blogs,8502,
v:iWYddxEszoM,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,Diario de Centro América,News & Politics,264,
v:iacCQ4VyWWc,video,"Los conservadores y los liberales, Historia de Guatemala",0,0,Panda 01,People & Blogs,25431,
v:ifJFNGT4azU,video,Podcast Guatemala Ahora Yo Se: Medidas De Seguridad Con el Lic. Ariel Yos y el Lic. Gabriel Quiñones,0,0,Ahora Yose,People & Blogs,3631,
v:is3Mk5oC19g,video,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,7,7,TN23 Guatemala,News & Politics,4616,
v:j43HgwYFKfk,video,La cooptación de Walter Mazariegos en la USAC,49,50,Quorum,News & Politics,10156,
v:j4akBH678fw,video,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,0,0,Gobierno de la República de Guatemala,Entertainment,649,
v:jQGvhMPMuAI,video,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,0,0,Canal Antigua,News & Politics,214,
v:jSw-nFh94qQ,video,Gobernación promueve espacios de sana convivencia,0,0,Ministerio de Gobernación,News & Politics,59,
v:kaZgtwqwLrI,video,@rumzacapait @GobiernodeGuatemala,0,0,TRAYECTORIA Y EXITO CON ANABELLA CORDON,People & Blogs,74,
v:kjwvEESqSHA,video,¿VALE la PENA VIAJAR de GUATEMALA a  XELA en BUS?  Descúbrelo,0,0,De todo Gt,People & Blogs,216172,
v:l-mH80ygqFY,video,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,0,0,Municipalidad de Guatemala,News & Politics,256,
v:lAsODhYGcTE,video,Gobierno busca a toda costa sacar a Consuelo Porras,0,0,Noticias VR,People & Blogs,3,
v:lNuxq8OKCpc,video,Lluvias convierten calles en ríos en Villa Nueva y San Miguel Petapa,0,0,PrensaLibreOficial,News & Politics,7663,
v:lYyGqHAL5nM,video,Comuna lanzó nueva imagen de la PM y PMT,0,0,Municipalidad de Guatemala,People & Blogs,286,
v:lj983NWyAQY,video,Plan 2032 Ciudad de Guatemala,25,25,Municipalidad de Guatemala,News & Politics,304089,
v:lkdwGwrJKeM,video,🇬🇹 ¿Es seguro VIAJAR a Guatemala? Consejos prácticos para que todo te salga bien,0,0,Un Angel Viajando,Travel & Events,5298,
v:mCoOL2p0il4,video,Municipalidad de Guatemala   08/08/2025,0,0,Concejales de Oposición - Muni Guate,People & Blogs,118,
v:mPtR2HskBTE,video,Municipalidad de Guatemala   17/02/2025,0,0,Concejales de Oposición - Muni Guate,People & Blogs,729,
v:mQH6bhmp_LY,video,Quorum: ¿Cómo investigamos la crisis del agua?,0,0,Quorum,News & Politics,142,
v:n31eyGuRKqo,video,El tráfico en Guatemala nos está enfermando - TanGente Salud Mental,0,0,TanGente Podcast,People & Blogs,932,
v:n4xHxJPNr78,video,🚫LOS FAMOSOS BUSES ESMERALDA los mas RÁPIDOS DE GUATEMALA 😱,0,0,De todo Gt,People & Blogs,3152619,
v:n8iP75gIpmw,video,Qué rico come tu diputado,128,161,Quorum,News & Politics,11775,
v:nKJhNH86HGE,video,Se realiza taller de UNICEF sobre el plan de acción de la política pública contra la violencia sexua,0,0,Ministerio de Gobernación,News & Politics,7,
v:nPbC8-Ebat4,video,Pareja de sicarios capturada tras ataque armado contra piloto de autobús,0,0,PNCdeGuatemala,Science & Technology,70537,
v:ncOU7iZR5jY,video,Carlos Pineda y Andre Pozuelos | Seguridad II- Guatemala tiene solución | Ep. 3,0,0,Carlos Pineda,People & Blogs,3279,
v:ndAZjHqzzT8,video,Internet: escoger el menos malo,10,12,Quorum,News & Politics,717,
v:nhhXiHI4rrw,video,Policía Nacional Civil participa en desfile del día del Ejército. #ProtegerYServir,0,0,PNCdeGuatemala,News & Politics,21534,
v:nv6wMdQ997Q,video,PMT en todo,0,0,Municipalidad de Guatemala,News & Politics,2107,
v:pNInRBsPbHE,video,Encuentro por el agua,0,0,Quorum,News & Politics,185,
v:qFsSnnRdJBg,video,Avanza construcción de la Estrategia Nacional de Datos Abiertos,0,0,Ministerio de Gobernación,News & Politics,11,
v:qrdEegnTnaY,video,XVII Promoción de Brigadas PROVIAL,0,0,PROVIAL-CIV,People & Blogs,416,
v:rNpBtQXUMbE,video,PMT es ejemplo en Guatemala,0,0,Municipalidad de Guatemala,News & Politics,3212,
v:rQEb4el3Lok,video,"Policía Nacional Civil en busca de mareros, imitadores y colaboradores de grupos delictivos",0,0,PNCdeGuatemala,News & Politics,9637,
v:rSQKmOX1Tfc,video,TU VIDA VALE  PROVIAL  TIEMPO AZUL & PAOLA PÉRLOP,0,0,Mosca Visión,Music,5262,
v:rjFut_yJcr8,video,Ministro de CIV conversó sobre los retos  actuales de la infraestructura vial en Guatemala,0,0,Canal Antigua,News & Politics,800,
v:s0eco-BofOs,video,¿Quiénes pagan más en Centroamérica?,1,1,Quorum,News & Politics,220,
v:sAPrXzrdstM,video,Funciones del Ministerio de Gobernación,0,0,Ministerio de Gobernación,News & Politics,8970,
v:soZMwC0Cj18,video,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,0,0,PrensaLibreOficial,News & Politics,1405,
v:tEfZlrP4L5I,video,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,0,0,Diario de Centro América,News & Politics,265,
v:tK__qZZ-H5w,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,Gobierno de la República de Guatemala,Entertainment,866,
v:tXLhWHWGaao,video,Breve historia política de Guatemala,0,0,Crónica Panamericana,People & Blogs,144134,
v:tb6LaOWGAIo,video,"Guía Definitiva para viajar a Guatemala 2026 🇬🇹 Qué ver, itinerarios, precios y consejos",0,0,Welcome to el Mundo,Travel & Events,104869,
v:tcAQGuuo_Uc,video,El Ministerio de Gobernación Guatemala  brinda conferencia de prensa.,0,0,Gobierno de la República de Guatemala,Entertainment,2254,
v:tg2QuZFdn4c,video,🔴 En Vivo |  Sesión Solemne de Consejo de Gobierno en Limón,0,0,Presidencia de la República,News & Politics,15726,
v:tmvTbeQNCTI,video,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",0,0,Gente de Guate,Entertainment,15482,
v:tqcZFVSXARQ,video,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,0,0,Gobierno de la República de Guatemala,Entertainment,1373,
v:vA6p51f14J4,video,Horarios especiales por celebraciones de fin de año,0,0,Municipalidad de Guatemala,News & Politics,606,
v:vCtk_0NzB3s,video,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,0,0,PrensaLibreOficial,News & Politics,1534,
v:vDVXM8ODuzM,video,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,0,0,Diario de Centro América,News & Politics,214,
v:vNUiF-stTdo,video,resumen de noticias,0,0,INFOM TV,News & Politics,23,
v:vp9MPfDG6AE,video,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",0,0,Noti7,News & Politics,260,
v:vqcF9RFMOLQ,video,"Ciudad de Guatemala, el mejor lugar para vivir",0,0,Municipalidad de Guatemala,News & Politics,215,
v:w57G_5jsqtU,video,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,0,0,PrensaLibreOficial,News & Politics,625,
v:wS6yC3yOAeA,video,Noticiero El Informativo. Nuestra semana de resultados.,0,0,Gobierno de la República de Guatemala,Entertainment,1383,
v:wVncmfsugww,video,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",0,0,CIV -Ministerio de Comunicaciones,People & Blogs,15,
v:wYZPaJdVuhE,video,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,0,0,Guatevisión,News & Politics,202,
v:wm1f52Mvzag,video,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,0,0,Jorge Ramos,News & Politics,31357,
v:wpYwX-bGoz0,video,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,0,0,CIV -Ministerio de Comunicaciones,People & Blogs,468,
v:x9TPnjUeuoo,video,VIDEO INSTITUCIONAL PROVIAL,0,0,CIV -Ministerio de Comunicaciones,People & Blogs,2250,
v:xEcC_aMDhAk,video,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,0,0,Ministerio de Gobernación,News & Politics,17,
v:xQgP0n8hVSI,video,"Primero te usan, y cuando ya no les sirves te desechan.",0,0,Ministerio de Gobernación,News & Politics,28,
v:x_CB0ZRLQTA,video,Ricardo Quiñónez paga con nuestros impuestos netcenter,0,0,AlcaldexAccidente,People & Blogs,29419,
v:y8XMbMxMF8E,video,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",0,0,Ministerio de Gobernación,News & Politics,84,
v:yCmBtmOm6nw,video,“¿DÓNDE ESTÁN?”: GOBIERNO IMPULSA MECANISMO PARA BUSCAR A DESAPARECIDOS DEL CONFLICTO ARMADO,0,0,IDocumenta,News & Politics,6,
v:yLZS3JiEBg8,video,Arroz con pollo a la MONOPOLIO,16,16,Quorum,News & Politics,1954,
v:zfJlUXRSaCU,video,Brief Political History of Guatemala,0,0,Crónica Panamericana,People & Blogs,53547,
v:zweosulrwA8,video,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,1,1,Quorum,Nonprofits & Activism,52,
v:zyA0BpEYcQU,video,Discusión entre conductor y jefe de la PMT,0,0,Nuestro Mundo,People & Blogs,55349,
a:UCdFlugHJJa4l3YqWuNRmvXw,autor,@MarcosCarillo-b1r,2,2,,,,/@MarcosCarillo-b1r
a:UCvl1tzQeBeGy6efPTRJXSCw,autor,@RaulPerez-cw2vi,1,1,,,,/@RaulPerez-cw2vi
a:UCRAquv8el-tQ30bN7MlmySQ,autor,@iamjimalesssa,1,1,,,,/@iamjimalesssa
a:UCkbsS_3D-pvg1iHOld9uvIg,autor,@gonzalo6075,1,1,,,,/@gonzalo6075
a:UCOLHH4ZpMxPYF-Q6e6wvn5A,autor,@luisroldan7374,1,1,,,,/@luisroldan7374
a:UCi2KiZq63sRq8Mfbcp-MelQ,autor,@eugeneramirez4405,1,6,,,,/@eugeneramirez4405
a:UCXl30Y_upRqbti52fmjK4YA,autor,@capitanfrans,1,1,,,,/@capitanfrans
a:UCRelkU8JiZBytTzebJxaa-w,autor,@danyraymundo2942,1,1,,,,/@danyraymundo2942
a:UCgLurCo-e019HGODcjXHWCw,autor,@perritojuega1,1,1,,,,/@perritojuega1
a:UCDIMztpVm7G27qBuiWuT6oQ,autor,@lizardomorataya8274,1,1,,,,/@lizardomorataya8274
a:UCZOmq6MwFDVoCaEl99BRRaw,autor,@daniloarevalo3170,1,1,,,,/@daniloarevalo3170
a:UCFybmWapGvBKcQod7cPPH9w,autor,@vitalianochavez8382,1,1,,,,/@vitalianochavez8382
a:UCh5ESQvtzyHDhCA7XyekCFA,autor,@andyB5280,1,3,,,,/@andyB5280
a:UCWIZUtKJ636y-4TYrNvok0g,autor,@cesarandreas7824,1,1,,,,/@cesarandreas7824
a:UCzoL2l5H5eVlorWGH8AZfAg,autor,@jor77cas,1,1,,,,/@jor77cas
a:UCKVzDUqbtdSMBcexaEtMmzQ,autor,@rotorairgroup8409,1,1,,,,/@rotorairgroup8409
a:UCNpt5CQlTzNjlAKY6CJtClQ,autor,@eustaquiogomez9975,1,1,,,,/@eustaquiogomez9975
a:UCut6b9S98nv84cVX89PmKzA,autor,@yeniferaguirre4498,1,2,,,,/@yeniferaguirre4498
a:UCQyOePccUP-fIJYzchAgZYw,autor,@aguilar4254,1,1,,,,/@aguilar4254
a:UCOLGv5Pf6BF2wFcwUzgcvHg,autor,@welfrealdana5559,1,2,,,,/@welfrealdana5559
a:UCAxvOOHQk7dYPOajzFEVtbA,autor,@ruddydepaz322,1,2,,,,/@ruddydepaz322
a:UCQ_-LPP8JAbfkc-b1Q6NvWw,autor,@MegaKristenstewart,1,2,,,,/@MegaKristenstewart
a:UCXmrpc6Li0spcKxtS0Q_ptg,autor,@melvinperez6710,1,1,,,,/@melvinperez6710
a:UCZ51R_9Q9C0c8I3pAWhtmjQ,autor,@belvettzapeta1251,1,1,,,,/@belvettzapeta1251
a:UCPLW0HE3siElqCgXfgWxMqg,autor,@elizabethmonterroso7719,1,1,,,,/@elizabethmonterroso7719
a:UCxhtlxPV8AYWaNNyU6S9H8Q,autor,@WilR-s8r,1,1,,,,/@WilR-s8r
a:UCvcu1kR8xMYy_I1Ty-2mV2Q,autor,@hashojea7348,3,4,,,,/@hashojea7348
a:UCaKAjTW9MVub_clgr4DRYjQ,autor,@josecastillo4390,1,1,,,,/@josecastillo4390
a:UCxff05WuyvwELNITi7bj7UA,autor,@markoherrera,1,1,,,,/@markoherrera
a:UCZLG9qH0tUjNhEGFIUt0CYw,autor,@SoniaMarroquin-y6e,1,1,,,,/@SoniaMarroquin-y6e
a:UCwgCc9Jd_gG-uLE_SY-FfPg,autor,@armindapenados2841,1,1,,,,/@armindapenados2841
a:UCXSkL3ejZ8qWYyF_M7s_QKA,autor,@JacintaTzoy,1,1,,,,/@JacintaTzoy
a:UChs3tU2BcKOT0CezykvAsGw,autor,@byronpontaza,1,3,,,,/@byronpontaza
a:UC6PvO1_k5lHKGdAPo5_C6TA,autor,@johnmejia992,1,1,,,,/@johnmejia992
a:UCwxoKK59nGCeBqB2sXfDBIw,autor,@vic-bonivideos,1,1,,,,/@vic-bonivideos
a:UCWaRixDdpgllTBf4V0jPnKQ,autor,@hectormaaz5523,1,2,,,,/@hectormaaz5523
a:UCkVtmkK07b2zaVVNssX4lOg,autor,@HectorElias-u2l,1,1,,,,/@HectorElias-u2l
a:UCN6qbfPSzFtjhqUDZ3Cv3CQ,autor,@carlosmedranovelasquez6380,1,1,,,,/@carlosmedranovelasquez6380
a:UC95PSMouTx2N5CbSq0hIyrQ,autor,@lisss1908,1,1,,,,/@lisss1908
a:UCueV9cTyTDwgQSec1x2dYgA,autor,@fredydomingo7062,1,1,,,,/@fredydomingo7062
a:UC5H8ASmMC9WrURmzeB4ySog,autor,@ManuelEdran,1,5,,,,/@ManuelEdran
a:UCHhHUjaMAZ8SiXdCUCj9DkQ,autor,@fredymendez1786,1,2,,,,/@fredymendez1786
a:UCgvw7xIdGFupzpt1Y_BFkEA,autor,@fredygarcia9151,1,1,,,,/@fredygarcia9151
a:UCeDNEtI8_a42bZ47wJiJMwQ,autor,@EdgarcalderonCalderong,1,1,,,,/@EdgarcalderonCalderong
a:UCiOZX__1gahg1ypIj0_XG_w,autor,@mariogonzalezorellana8956,1,1,,,,/@mariogonzalezorellana8956
a:UCqCrvuoJpC-aVb0f4logQRQ,autor,@Lyrics_GT,1,1,,,,/@Lyrics_GT
a:UCld2stqxaVSk0QdGncM224A,autor,@sarahernandez3873,1,1,,,,/@sarahernandez3873
a:UCpIdtvoFHVLGASGB5ySqIEA,autor,@VidalVillatoro-p4w,1,1,,,,/@VidalVillatoro-p4w
a:UCtiHFjFu7d5v2XxHnKFUYig,autor,@Paul-gf7ec,1,1,,,,/@Paul-gf7ec
a:UCQM2tCKRRytVDRxNUfCDqQQ,autor,@elioelias7267,1,1,,,,/@elioelias7267
a:UCWvntqPQx99k_Z_skWKqNSA,autor,@AntonioChiyal-x5s,1,1,,,,/@AntonioChiyal-x5s
a:UCoGdCoJg2Lh0OX_jv6cG16g,autor,@Israel-u5i7i,1,2,,,,/@Israel-u5i7i
a:UChgkn5Jt5tWKYMoEOuCjz3Q,autor,@pablochitay46,1,1,,,,/@pablochitay46
a:UCiC-Jn7wdgyQV4_Urk0DkWQ,autor,@pedroros6358,1,1,,,,/@pedroros6358
a:UCQIdKuZ-OzuFqy0KjGrgesg,autor,@lyacausa,1,1,,,,/@lyacausa
a:UCXr8_5WtGeipe4haOoQDgyQ,autor,@amyherrera7352,1,1,,,,/@amyherrera7352
a:UC_3xuTXvMIWU5MYP9HkJ3vQ,autor,@Historia-wm4os,1,1,,,,/@Historia-wm4os
a:UCFjudnPLoaSL1BaRuLahyHg,autor,@HaroldoCastillo-rh9iw,1,3,,,,/@HaroldoCastillo-rh9iw
a:UC-pNP6RMFuLg_-x7Ah_0kEA,autor,@almacatalan2717,1,1,,,,/@almacatalan2717
a:UC1Y7x3h0c95Z8kUhi-Tzaeg,autor,@rosadiaz9235,1,1,,,,/@rosadiaz9235
a:UC1WlJfQmaIskYhP4gmWoamw,autor,@marthareiss5434,1,1,,,,/@marthareiss5434
a:UC3MYTqpQqlWBuCB7Th0e0PA,autor,@isaaclopez7220,1,1,,,,/@isaaclopez7220
a:UCOcUI5XkTYNMSFhZNMIPpGg,autor,@hendersonlopez3864,1,1,,,,/@hendersonlopez3864
a:UCOS8ViEkccrTZx2w2ccxotA,autor,@OscarHernandez-q8y,1,1,,,,/@OscarHernandez-q8y
a:UC3iIU62XKUOWuqL8BqBzj9A,autor,@antonioduarte2288,1,1,,,,/@antonioduarte2288
a:UCV3fr-YOixFKCZBbJP1-X4w,autor,@albertoshernandez5251,1,5,,,,/@albertoshernandez5251
a:UCmjppp6ujz3SAnULvP3sZMw,autor,@marcomendez7509,1,1,,,,/@marcomendez7509
a:UC5PyGvSfFM--OVKmQ3COu6g,autor,@FreddyGmez,1,1,,,,/@FreddyGmez
a:UCQqetiwzzmRNTM5OWuXarGQ,autor,@isaiaslopezvelasquez1539,1,1,,,,/@isaiaslopezvelasquez1539
a:UCCaYwkkbQGcvFoUmothVdQQ,autor,@OsvaldoAguirre-l3i,1,1,,,,/@OsvaldoAguirre-l3i
a:UCQgYjVngJRfPHDLGB5X6ZjA,autor,@oscarnavas9996,1,1,,,,/@oscarnavas9996
a:UCN2N_wYOw6fMwCeSzdXLPIw,autor,@danielantoniogonzalezflore4901,1,1,,,,/@danielantoniogonzalezflore4901
a:UC9vMq1YF-e7C-VO0SHkbUTA,autor,@ErvinLeonardoCarreraLatín,1,4,,,,/@ErvinLeonardoCarreraLat%C3%ADn
a:UC8F2V63KZ4ZEay6opX2hAQw,autor,@carmenr6311,1,1,,,,/@carmenr6311
a:UCheEJ5GZuIvV0fj-nXyVwXw,autor,@rosaoliva9389,1,1,,,,/@rosaoliva9389
a:UCujPF2nBgsTD62nWE3lcpIg,autor,@victorarturoruanobautista7588,1,1,,,,/@victorarturoruanobautista7588
a:UCV0iizTBoOfdAFX_thfI9BA,autor,@BenjaminLarios-jd8nk,1,1,,,,/@BenjaminLarios-jd8nk
a:UCp29O_C7cchZV8IxV7Crdag,autor,@robertoescobar5507,1,2,,,,/@robertoescobar5507
a:UCkxdJ_yGN2gghOMo2ybQtXQ,autor,@11223344An,1,1,,,,/@11223344An
a:UCjZgFEowMBrsjodqfovzdKw,autor,@franciscoflores3120,2,2,,,,/@franciscoflores3120
a:UC4wq3DcbfaG6dtCqn8Oyu3w,autor,@hugoasencio7764,1,1,,,,/@hugoasencio7764
a:UCVC2QugcI1G4RvlCiUqd1aQ,autor,@rwdm76,1,2,,,,/@rwdm76
a:UCXVLc8CmAO813ubM-fLvCDw,autor,@herminiasaquimux7565,1,1,,,,/@herminiasaquimux7565
a:UCwW2OFy95P7ZBkOPxWkpvYg,autor,@TeresaLucero-b5o,1,2,,,,/@TeresaLucero-b5o
a:UC3XTwHxygNCgjndsg-UiCQA,autor,@marioajset4283,1,3,,,,/@marioajset4283
a:UCgQw_Sbq3ugruDUKsq1e0-A,autor,@marlenareano-h4t,1,1,,,,/@marlenareano-h4t
a:UCL13XhnRzbGokEkCkEOb0-g,autor,@raquelprado3643,1,2,,,,/@raquelprado3643
a:UCQtSFINs1h6GHkpg9o5kMvg,autor,@MacarioMartinezruiz,1,1,,,,/@MacarioMartinezruiz
a:UC2ngpd8UBQu4gcUYy0goAtg,autor,@juliohernandez7438,1,1,,,,/@juliohernandez7438
a:UC7IMsCxfZyWN7YQo8-JYa6Q,autor,@Burgos68,1,2,,,,/@Burgos68
a:UCzSfZlOVxBSs5ObD25ywxDQ,autor,@GilmarMaldonado-q9m,1,1,,,,/@GilmarMaldonado-q9m
a:UCLFdHr9BEbXHkoJopbEPLZw,autor,@kanterra4584,1,2,,,,/@kanterra4584
a:UCNkcuy42zEwddwEcOd_HpnA,autor,@vanigomez492,1,1,,,,/@vanigomez492
a:UCJp3OrVYcBorC94sKwdch_A,autor,@ULJoshmg2011,1,1,,,,/@ULJoshmg2011
a:UCLh1Kde4_vI1sTZBkTNP7RQ,autor,@JoelReynoso-d4r,1,1,,,,/@JoelReynoso-d4r
a:UCThW2XNsAaBKme5PUt7n-Zg,autor,@thelmamoran8565,1,1,,,,/@thelmamoran8565
a:UC6YSZqL0vEcI-niPKIMUGfw,autor,@maxwellsales885,1,1,,,,/@maxwellsales885
a:UCNBnKqWf4d-rS4HwJRQljmQ,autor,@LE_A22,1,2,,,,/@LE_A22
a:UCO0zwwLWGyDgQmWPJ5Qrr1w,autor,@elsalvador3605,1,1,,,,/@elsalvador3605
a:UCwjUvRseNtJoItylIyIez7Q,autor,@Silviazea,1,1,,,,/@Silviazea
a:UCTwSut16JyAg3mX6LVUNGqA,autor,@SuperVictor2005,1,1,,,,/@SuperVictor2005
a:UCLggDc_a5HriXv7I1h02sOA,autor,@guillermogonzalez5153,1,2,,,,/@guillermogonzalez5153
a:UCwO2SXr0ggzwg6QWWrr01nQ,autor,@ricardofigueroa5720,1,1,,,,/@ricardofigueroa5720
a:UC816IGbFCZinfYS1LRDaaHg,autor,@ingenieroar,1,1,,,,/@ingenieroar
a:UC3qn1yJA5PeW9rkGPatQxiw,autor,@VICTOREST19,1,1,,,,/@VICTOREST19
a:UCaT4saRcyqCLE657Rq2hhZQ,autor,@elmilenial4064,1,1,,,,/@elmilenial4064
a:UCc_F88PzGWtA1OPNUEASulA,autor,@rockyscarlet,1,1,,,,/@rockyscarlet
a:UCErZPJpHmLCsXs8ZWkAUupQ,autor,@dorisl.garciaroche7763,1,1,,,,/@dorisl.garciaroche7763
a:UCFOxCyF926Y9eHhMeVoWLzw,autor,@arielsarc09,1,1,,,,/@arielsarc09
a:UC72gBAtyb_VXQlYDcFrh6oQ,autor,@osmanmorales3012,1,3,,,,/@osmanmorales3012
a:UCi1b_TRQfgO1Z9O2gNGGWNA,autor,@davidisraelesquitsaquil,1,2,,,,/@davidisraelesquitsaquil
a:UCBlm80VQ4YoV3bUJR_XhkaQ,autor,@rosadiaz6945,1,2,,,,/@rosadiaz6945
a:UColMq7LmaoY3MT6aIDGrGvA,autor,@quijotachapina1,1,1,,,,/@quijotachapina1
a:UCat2qkYvqmtDNEmo2PVuhXw,autor,@DoraSalas-j5o,1,1,,,,/@DoraSalas-j5o
a:UCSTAUWVc1_82DHYeqOsqEFA,autor,@TheAlexX_C,1,1,,,,/@TheAlexX_C
a:UCcFIBN-rtC3d3hXeuN5TfWw,autor,@DenisRMC,1,1,,,,/@DenisRMC
a:UCV0lM03g5fg5pbPj97-sAtA,autor,@genarodelgado3929,1,1,,,,/@genarodelgado3929
a:UC_ljZ1hZXR9pzexFz87P5ZA,autor,@ChRiStOpHeR7969,1,1,,,,/@ChRiStOpHeR7969
a:UCLXYp1Cvc5DLtq5UQL5D9vw,autor,@jorgecifuentes-m5g,1,1,,,,/@jorgecifuentes-m5g
a:UCfjhejO7LZy4doXURa7LZCQ,autor,@HonwayLee-z5g,1,1,,,,/@HonwayLee-z5g
a:UCplrIQtaPj6au60_f2-mOYw,autor,@romeolopezherrarte799,1,1,,,,/@romeolopezherrarte799
a:UCql1n3Ey6ULMSOACjMe-fxQ,autor,@RolandoGonzalez-o7g,1,1,,,,/@RolandoGonzalez-o7g
a:UCZFQwqh90apuL8eFhvRBkUg,autor,@luisricardo9671,1,1,,,,/@luisricardo9671
a:UCyJhqmMbsvjpoarBBStA2kg,autor,@Murmullodelbarrio,1,6,,,,/@Murmullodelbarrio
a:UC63tFvbQ_hJhGDi2nbjssjw,autor,@AbigailRodas-w2r,1,1,,,,/@AbigailRodas-w2r
a:UCtCtts20bW6F9CSohau51Iw,autor,@carlosgranados9875,1,2,,,,/@carlosgranados9875
