source,target,peso,author_channel_id,video_id,autor,video
a:UCxcoDvP-g2_KTZDmVZtvb3w,v:yLZS3JiEBg8,1,UCxcoDvP-g2_KTZDmVZtvb3w,yLZS3JiEBg8,@angelmartinez9523,Arroz con pollo a la MONOPOLIO
a:UCxff05WuyvwELNITi7bj7UA,v:n8iP75gIpmw,1,UCxff05WuyvwELNITi7bj7UA,n8iP75gIpmw,@markoherrera,Qué rico come tu diputado
a:UCxhtlxPV8AYWaNNyU6S9H8Q,v:OkXlHx0hx-8,1,UCxhtlxPV8AYWaNNyU6S9H8Q,OkXlHx0hx-8,@WilR-s8r,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCyJhqmMbsvjpoarBBStA2kg,v:6W4u8sGEnGM,6,UCyJhqmMbsvjpoarBBStA2kg,6W4u8sGEnGM,@Murmullodelbarrio,Inician los trabajos de recuperación del Puente Belice II.
a:UCySYJU5kUh7X8gVt9la2ISA,v:n8iP75gIpmw,1,UCySYJU5kUh7X8gVt9la2ISA,n8iP75gIpmw,@dantesarti4351,Qué rico come tu diputado
a:UCyW68EGZey4ao_Vf2cR5Ztg,v:WIUZtitfLRw,1,UCyW68EGZey4ao_Vf2cR5Ztg,WIUZtitfLRw,@ZabalaXabier,Caminar en una ciudad hecha para carros
a:UCylqlpsh8ENNM1LqgQ1KbxA,v:j43HgwYFKfk,2,UCylqlpsh8ENNM1LqgQ1KbxA,j43HgwYFKfk,@Jel.Awesh.M,La cooptación de Walter Mazariegos en la USAC
a:UCylqlpsh8ENNM1LqgQ1KbxA,v:n8iP75gIpmw,1,UCylqlpsh8ENNM1LqgQ1KbxA,n8iP75gIpmw,@Jel.Awesh.M,Qué rico come tu diputado
a:UCyor0Mmm0ivLX2jIdyGp84Q,v:3Nfp9h5avBI,1,UCyor0Mmm0ivLX2jIdyGp84Q,3Nfp9h5avBI,@MiguelJordan-n3g,"Noticiero en Directo 1 pm, 28 de Agosto de 2026"
a:UCyzf29IYjNw67gGIfsjgtxA,v:lj983NWyAQY,1,UCyzf29IYjNw67gGIfsjgtxA,lj983NWyAQY,@carlosoliva9249,Plan 2032 Ciudad de Guatemala
a:UCz3gu01bmjNv0DpRq-K3XYg,v:n8iP75gIpmw,2,UCz3gu01bmjNv0DpRq-K3XYg,n8iP75gIpmw,@eusebiovasquez4385,Qué rico come tu diputado
a:UCzSfZlOVxBSs5ObD25ywxDQ,v:n8iP75gIpmw,1,UCzSfZlOVxBSs5ObD25ywxDQ,n8iP75gIpmw,@GilmarMaldonado-q9m,Qué rico come tu diputado
a:UCzZ6dDCEsLMXbc5pCFXIprw,v:6W4u8sGEnGM,1,UCzZ6dDCEsLMXbc5pCFXIprw,6W4u8sGEnGM,@josegil3813,Inician los trabajos de recuperación del Puente Belice II.
a:UCzZ6dDCEsLMXbc5pCFXIprw,v:PjmxCj-a9Hg,1,UCzZ6dDCEsLMXbc5pCFXIprw,PjmxCj-a9Hg,@josegil3813,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCzoL2l5H5eVlorWGH8AZfAg,v:n8iP75gIpmw,1,UCzoL2l5H5eVlorWGH8AZfAg,n8iP75gIpmw,@jor77cas,Qué rico come tu diputado
