source,target,peso,author_channel_id,video_id,autor,video
a:UC_ljZ1hZXR9pzexFz87P5ZA,v:lj983NWyAQY,1,UC_ljZ1hZXR9pzexFz87P5ZA,lj983NWyAQY,@ChRiStOpHeR7969,Plan 2032 Ciudad de Guatemala
a:UCa36MjQLoPAmgJo-R3G8WQA,v:6W4u8sGEnGM,1,UCa36MjQLoPAmgJo-R3G8WQA,6W4u8sGEnGM,@elsasalguero6914,Inician los trabajos de recuperación del Puente Belice II.
a:UCaKAjTW9MVub_clgr4DRYjQ,v:j43HgwYFKfk,1,UCaKAjTW9MVub_clgr4DRYjQ,j43HgwYFKfk,@josecastillo4390,La cooptación de Walter Mazariegos en la USAC
a:UCaT4saRcyqCLE657Rq2hhZQ,v:6W4u8sGEnGM,1,UCaT4saRcyqCLE657Rq2hhZQ,6W4u8sGEnGM,@elmilenial4064,Inician los trabajos de recuperación del Puente Belice II.
a:UCaT6M2zp7X6r6Whd8Vv3kHQ,v:lj983NWyAQY,1,UCaT6M2zp7X6r6Whd8Vv3kHQ,lj983NWyAQY,@alexarcos8349,Plan 2032 Ciudad de Guatemala
a:UCat2qkYvqmtDNEmo2PVuhXw,v:OkXlHx0hx-8,1,UCat2qkYvqmtDNEmo2PVuhXw,OkXlHx0hx-8,@DoraSalas-j5o,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCbNanjFI51cwGqMAb2rOrBw,v:OkXlHx0hx-8,1,UCbNanjFI51cwGqMAb2rOrBw,OkXlHx0hx-8,@RosaMontesdeOca777,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCbYoNG5J3Au5BqtbXogfEFw,v:PjmxCj-a9Hg,1,UCbYoNG5J3Au5BqtbXogfEFw,PjmxCj-a9Hg,@Luis-gn3fj,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCbrtvygfRT6QXqWDNrOf-cA,v:ndAZjHqzzT8,1,UCbrtvygfRT6QXqWDNrOf-cA,ndAZjHqzzT8,@Alejandro00710,Internet: escoger el menos malo
a:UCbrtvygfRT6QXqWDNrOf-cA,v:yLZS3JiEBg8,1,UCbrtvygfRT6QXqWDNrOf-cA,yLZS3JiEBg8,@Alejandro00710,Arroz con pollo a la MONOPOLIO
a:UCcFIBN-rtC3d3hXeuN5TfWw,v:yLZS3JiEBg8,1,UCcFIBN-rtC3d3hXeuN5TfWw,yLZS3JiEBg8,@DenisRMC,Arroz con pollo a la MONOPOLIO
a:UCc_F88PzGWtA1OPNUEASulA,v:yLZS3JiEBg8,1,UCc_F88PzGWtA1OPNUEASulA,yLZS3JiEBg8,@rockyscarlet,Arroz con pollo a la MONOPOLIO
a:UCcfdg8crmMJwEuLUsAhV7yg,v:n8iP75gIpmw,1,UCcfdg8crmMJwEuLUsAhV7yg,n8iP75gIpmw,@RolandoRaguay,Qué rico come tu diputado
a:UCdFlugHJJa4l3YqWuNRmvXw,v:is3Mk5oC19g,1,UCdFlugHJJa4l3YqWuNRmvXw,is3Mk5oC19g,@MarcosCarillo-b1r,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
a:UCdFlugHJJa4l3YqWuNRmvXw,v:j43HgwYFKfk,1,UCdFlugHJJa4l3YqWuNRmvXw,j43HgwYFKfk,@MarcosCarillo-b1r,La cooptación de Walter Mazariegos en la USAC
a:UCdQAuWwyC99MB7Y02Umj26Q,v:yLZS3JiEBg8,1,UCdQAuWwyC99MB7Y02Umj26Q,yLZS3JiEBg8,@miguelbran1268,Arroz con pollo a la MONOPOLIO
a:UCe8JZoYkX5oKUZyivHYdXhw,v:j43HgwYFKfk,1,UCe8JZoYkX5oKUZyivHYdXhw,j43HgwYFKfk,@FernandoGarcia-jg1fj,La cooptación de Walter Mazariegos en la USAC
a:UCeDNEtI8_a42bZ47wJiJMwQ,v:j43HgwYFKfk,1,UCeDNEtI8_a42bZ47wJiJMwQ,j43HgwYFKfk,@EdgarcalderonCalderong,La cooptación de Walter Mazariegos en la USAC
a:UCeQk-WfEA-cJRq4EKeE7TOw,v:6W4u8sGEnGM,1,UCeQk-WfEA-cJRq4EKeE7TOw,6W4u8sGEnGM,@franciscojuarez9223,Inician los trabajos de recuperación del Puente Belice II.
a:UCefAH1MbvADWUjE9WVcB9EQ,v:yLZS3JiEBg8,1,UCefAH1MbvADWUjE9WVcB9EQ,yLZS3JiEBg8,@jabriz8152,Arroz con pollo a la MONOPOLIO
a:UCf5lnNZF7Qrtli9v4N_23WQ,v:PjmxCj-a9Hg,1,UCf5lnNZF7Qrtli9v4N_23WQ,PjmxCj-a9Hg,@CarlosCortez-v5r,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCfM3nrxtTQMY5jFx1v1J4Gg,v:n8iP75gIpmw,1,UCfM3nrxtTQMY5jFx1v1J4Gg,n8iP75gIpmw,@edgarroldan5539,Qué rico come tu diputado
a:UCfRqgt2O-vjzUDMZY_tnxQw,v:is3Mk5oC19g,1,UCfRqgt2O-vjzUDMZY_tnxQw,is3Mk5oC19g,@Williams-Garcia67E,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
a:UCfXykdbSU97rj987LDUGfvg,v:06mFNPU0aB8,1,UCfXykdbSU97rj987LDUGfvg,06mFNPU0aB8,@MariaSantos-c8y3h,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
a:UCfjhejO7LZy4doXURa7LZCQ,v:06mFNPU0aB8,1,UCfjhejO7LZy4doXURa7LZCQ,06mFNPU0aB8,@HonwayLee-z5g,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
a:UCfo_yUPzy1f1POwwZxhZ06Q,v:6W4u8sGEnGM,1,UCfo_yUPzy1f1POwwZxhZ06Q,6W4u8sGEnGM,@lara11roberto,Inician los trabajos de recuperación del Puente Belice II.
a:UCg3eIfd7BrsLEqS0BLkftHA,v:PjmxCj-a9Hg,3,UCg3eIfd7BrsLEqS0BLkftHA,PjmxCj-a9Hg,@ErmePérez-q4s,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCgGqw4aqMdMVSGkKiMgrJRQ,v:6W4u8sGEnGM,1,UCgGqw4aqMdMVSGkKiMgrJRQ,6W4u8sGEnGM,@pattyfigueroa5609,Inician los trabajos de recuperación del Puente Belice II.
a:UCgJNFj5dnxXpcMvmuhZDPxA,v:j43HgwYFKfk,1,UCgJNFj5dnxXpcMvmuhZDPxA,j43HgwYFKfk,@NataliaRodriguez-rx5mr,La cooptación de Walter Mazariegos en la USAC
a:UCgLrWFdYitoP-b7-PxtUr-w,v:lj983NWyAQY,1,UCgLrWFdYitoP-b7-PxtUr-w,lj983NWyAQY,@zetag,Plan 2032 Ciudad de Guatemala
a:UCgLurCo-e019HGODcjXHWCw,v:lj983NWyAQY,1,UCgLurCo-e019HGODcjXHWCw,lj983NWyAQY,@perritojuega1,Plan 2032 Ciudad de Guatemala
a:UCgQJgI9vu1FI2dnC9mrFthw,v:PjmxCj-a9Hg,1,UCgQJgI9vu1FI2dnC9mrFthw,PjmxCj-a9Hg,@srms70,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCgQw_Sbq3ugruDUKsq1e0-A,v:j43HgwYFKfk,1,UCgQw_Sbq3ugruDUKsq1e0-A,j43HgwYFKfk,@marlenareano-h4t,La cooptación de Walter Mazariegos en la USAC
a:UCgvw7xIdGFupzpt1Y_BFkEA,v:n8iP75gIpmw,1,UCgvw7xIdGFupzpt1Y_BFkEA,n8iP75gIpmw,@fredygarcia9151,Qué rico come tu diputado
a:UCh5ESQvtzyHDhCA7XyekCFA,v:n8iP75gIpmw,3,UCh5ESQvtzyHDhCA7XyekCFA,n8iP75gIpmw,@andyB5280,Qué rico come tu diputado
a:UChT7pzGytNd92Nmvi-zuWog,v:yLZS3JiEBg8,1,UChT7pzGytNd92Nmvi-zuWog,yLZS3JiEBg8,@sparkvalkov,Arroz con pollo a la MONOPOLIO
a:UChZknRmJkeGeQk0-mQuhDOg,v:n8iP75gIpmw,1,UChZknRmJkeGeQk0-mQuhDOg,n8iP75gIpmw,@OdilioRodríguez-c5w,Qué rico come tu diputado
a:UCheEJ5GZuIvV0fj-nXyVwXw,v:6W4u8sGEnGM,1,UCheEJ5GZuIvV0fj-nXyVwXw,6W4u8sGEnGM,@rosaoliva9389,Inician los trabajos de recuperación del Puente Belice II.
a:UChep9kVb5gQmpodEEl10Xlg,v:n8iP75gIpmw,1,UChep9kVb5gQmpodEEl10Xlg,n8iP75gIpmw,@carlosaguilar-kz7ml,Qué rico come tu diputado
a:UChgkn5Jt5tWKYMoEOuCjz3Q,v:n8iP75gIpmw,1,UChgkn5Jt5tWKYMoEOuCjz3Q,n8iP75gIpmw,@pablochitay46,Qué rico come tu diputado
a:UChs3tU2BcKOT0CezykvAsGw,v:n8iP75gIpmw,3,UChs3tU2BcKOT0CezykvAsGw,n8iP75gIpmw,@byronpontaza,Qué rico come tu diputado
a:UChyps3dqY-VY1_wLeq-2lhw,v:6W4u8sGEnGM,1,UChyps3dqY-VY1_wLeq-2lhw,6W4u8sGEnGM,@maydamorales4395,Inician los trabajos de recuperación del Puente Belice II.
a:UCi-vPdnpQreC7BkFs40mJGA,v:lj983NWyAQY,1,UCi-vPdnpQreC7BkFs40mJGA,lj983NWyAQY,@bryansicasales4280,Plan 2032 Ciudad de Guatemala
a:UCi1b_TRQfgO1Z9O2gNGGWNA,v:n8iP75gIpmw,2,UCi1b_TRQfgO1Z9O2gNGGWNA,n8iP75gIpmw,@davidisraelesquitsaquil,Qué rico come tu diputado
a:UCi2KiZq63sRq8Mfbcp-MelQ,v:OkXlHx0hx-8,6,UCi2KiZq63sRq8Mfbcp-MelQ,OkXlHx0hx-8,@eugeneramirez4405,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCiC-Jn7wdgyQV4_Urk0DkWQ,v:j43HgwYFKfk,1,UCiC-Jn7wdgyQV4_Urk0DkWQ,j43HgwYFKfk,@pedroros6358,La cooptación de Walter Mazariegos en la USAC
a:UCiGRBf2RNF0WRKhRVT7zFoA,v:n8iP75gIpmw,1,UCiGRBf2RNF0WRKhRVT7zFoA,n8iP75gIpmw,@edwinavila4876,Qué rico come tu diputado
a:UCiMythXHsw7eQEMykCdmMUA,v:n8iP75gIpmw,1,UCiMythXHsw7eQEMykCdmMUA,n8iP75gIpmw,@JavierBecerra-h6x,Qué rico come tu diputado
a:UCiOZX__1gahg1ypIj0_XG_w,v:6W4u8sGEnGM,1,UCiOZX__1gahg1ypIj0_XG_w,6W4u8sGEnGM,@mariogonzalezorellana8956,Inician los trabajos de recuperación del Puente Belice II.
a:UCipetjeiWj4CZB6EbyYziZg,v:n8iP75gIpmw,1,UCipetjeiWj4CZB6EbyYziZg,n8iP75gIpmw,@OseasSamayoa-ol5rz,Qué rico come tu diputado
a:UCj-LL25XJnjxepPKCc3NGog,v:n8iP75gIpmw,1,UCj-LL25XJnjxepPKCc3NGog,n8iP75gIpmw,@anaaguirre8985,Qué rico come tu diputado
a:UCjJf-AJKRFFWtiN-CSwkDmA,v:ndAZjHqzzT8,1,UCjJf-AJKRFFWtiN-CSwkDmA,ndAZjHqzzT8,@2jose82,Internet: escoger el menos malo
a:UCjSKM9j0Q7HLDr1hD6D-TUw,v:n8iP75gIpmw,1,UCjSKM9j0Q7HLDr1hD6D-TUw,n8iP75gIpmw,@josehidalgo4875,Qué rico come tu diputado
a:UCjZgFEowMBrsjodqfovzdKw,v:06mFNPU0aB8,1,UCjZgFEowMBrsjodqfovzdKw,06mFNPU0aB8,@franciscoflores3120,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
a:UCjZgFEowMBrsjodqfovzdKw,v:6W4u8sGEnGM,1,UCjZgFEowMBrsjodqfovzdKw,6W4u8sGEnGM,@franciscoflores3120,Inician los trabajos de recuperación del Puente Belice II.
a:UCjmPuazZJzscrwvk0QR9RVw,v:n8iP75gIpmw,1,UCjmPuazZJzscrwvk0QR9RVw,n8iP75gIpmw,@mynorrodas8591,Qué rico come tu diputado
a:UCk4O-J1BhoqPmig1KLGJePA,v:is3Mk5oC19g,1,UCk4O-J1BhoqPmig1KLGJePA,is3Mk5oC19g,@lazarobarillas3575,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
a:UCkVtmkK07b2zaVVNssX4lOg,v:j43HgwYFKfk,1,UCkVtmkK07b2zaVVNssX4lOg,j43HgwYFKfk,@HectorElias-u2l,La cooptación de Walter Mazariegos en la USAC
a:UCkbsS_3D-pvg1iHOld9uvIg,v:j43HgwYFKfk,1,UCkbsS_3D-pvg1iHOld9uvIg,j43HgwYFKfk,@gonzalo6075,La cooptación de Walter Mazariegos en la USAC
a:UCkd9W714-947dEE6ZOEBATA,v:n8iP75gIpmw,2,UCkd9W714-947dEE6ZOEBATA,n8iP75gIpmw,@ARGELIATELON,Qué rico come tu diputado
a:UCkxdJ_yGN2gghOMo2ybQtXQ,v:yLZS3JiEBg8,1,UCkxdJ_yGN2gghOMo2ybQtXQ,yLZS3JiEBg8,@11223344An,Arroz con pollo a la MONOPOLIO
a:UCl0ekS9Tt0jJGtOEM18S63w,v:n8iP75gIpmw,1,UCl0ekS9Tt0jJGtOEM18S63w,n8iP75gIpmw,@monkchapin,Qué rico come tu diputado
a:UCld2stqxaVSk0QdGncM224A,v:TT4qJ5FXHYE,1,UCld2stqxaVSk0QdGncM224A,TT4qJ5FXHYE,@sarahernandez3873,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres."
a:UClhMWQ7XKWywYvbRnuf8QsA,v:j43HgwYFKfk,1,UClhMWQ7XKWywYvbRnuf8QsA,j43HgwYFKfk,@EcPerez-zz9oh,La cooptación de Walter Mazariegos en la USAC
a:UCljDbleJul41G1TzOjOZAVA,v:n8iP75gIpmw,1,UCljDbleJul41G1TzOjOZAVA,n8iP75gIpmw,@hectorcarranza3777,Qué rico come tu diputado
a:UClqA491Xa5fQcXcJJa-vTWw,v:j43HgwYFKfk,1,UClqA491Xa5fQcXcJJa-vTWw,j43HgwYFKfk,@AndresLemus-k2d,La cooptación de Walter Mazariegos en la USAC
a:UClsrFGJKWPxxw7MiaEdKLXw,v:PjmxCj-a9Hg,1,UClsrFGJKWPxxw7MiaEdKLXw,PjmxCj-a9Hg,@ericapaz5406,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCmjppp6ujz3SAnULvP3sZMw,v:n8iP75gIpmw,1,UCmjppp6ujz3SAnULvP3sZMw,n8iP75gIpmw,@marcomendez7509,Qué rico come tu diputado
a:UCmvOgzmmXbjUthHy-WJ52hQ,v:n8iP75gIpmw,1,UCmvOgzmmXbjUthHy-WJ52hQ,n8iP75gIpmw,@mariorodas593,Qué rico come tu diputado
a:UCnU8wO1OurAmGstDw6VGjgQ,v:ndAZjHqzzT8,1,UCnU8wO1OurAmGstDw6VGjgQ,ndAZjHqzzT8,@cmorera21,Internet: escoger el menos malo
a:UCoGdCoJg2Lh0OX_jv6cG16g,v:6W4u8sGEnGM,2,UCoGdCoJg2Lh0OX_jv6cG16g,6W4u8sGEnGM,@Israel-u5i7i,Inician los trabajos de recuperación del Puente Belice II.
a:UColMq7LmaoY3MT6aIDGrGvA,v:j43HgwYFKfk,1,UColMq7LmaoY3MT6aIDGrGvA,j43HgwYFKfk,@quijotachapina1,La cooptación de Walter Mazariegos en la USAC
a:UCozFYHN0e_-vlQbX3wQGOug,v:OkXlHx0hx-8,1,UCozFYHN0e_-vlQbX3wQGOug,OkXlHx0hx-8,@jesusguzman2321,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCp29O_C7cchZV8IxV7Crdag,v:6W4u8sGEnGM,2,UCp29O_C7cchZV8IxV7Crdag,6W4u8sGEnGM,@robertoescobar5507,Inician los trabajos de recuperación del Puente Belice II.
a:UCp4iw5_5SmV9VGTFSNVGOmQ,v:n8iP75gIpmw,1,UCp4iw5_5SmV9VGTFSNVGOmQ,n8iP75gIpmw,@CARLOSSTREMS51,Qué rico come tu diputado
a:UCpIdtvoFHVLGASGB5ySqIEA,v:n8iP75gIpmw,1,UCpIdtvoFHVLGASGB5ySqIEA,n8iP75gIpmw,@VidalVillatoro-p4w,Qué rico come tu diputado
a:UCp_dAUfv8i3LW3zWc24dLaQ,v:OkXlHx0hx-8,1,UCp_dAUfv8i3LW3zWc24dLaQ,OkXlHx0hx-8,@MarioCortez-o6v,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCpe5jW3MIqkgTJ-PgkzvM6Q,v:j43HgwYFKfk,1,UCpe5jW3MIqkgTJ-PgkzvM6Q,j43HgwYFKfk,@carloslam5333,La cooptación de Walter Mazariegos en la USAC
a:UCpl8rF8uv_8uui-QRvuJaRA,v:n8iP75gIpmw,1,UCpl8rF8uv_8uui-QRvuJaRA,n8iP75gIpmw,@SergioGarcia-z9c,Qué rico come tu diputado
a:UCplrIQtaPj6au60_f2-mOYw,v:n8iP75gIpmw,1,UCplrIQtaPj6au60_f2-mOYw,n8iP75gIpmw,@romeolopezherrarte799,Qué rico come tu diputado
a:UCpsKOkt5iWTbenzeuq7dsmQ,v:j43HgwYFKfk,1,UCpsKOkt5iWTbenzeuq7dsmQ,j43HgwYFKfk,@inge_vergueta,La cooptación de Walter Mazariegos en la USAC
a:UCpsKOkt5iWTbenzeuq7dsmQ,v:n8iP75gIpmw,1,UCpsKOkt5iWTbenzeuq7dsmQ,n8iP75gIpmw,@inge_vergueta,Qué rico come tu diputado
a:UCpsKOkt5iWTbenzeuq7dsmQ,v:ndAZjHqzzT8,1,UCpsKOkt5iWTbenzeuq7dsmQ,ndAZjHqzzT8,@inge_vergueta,Internet: escoger el menos malo
a:UCq3mDTTRZnUybct5M9OSXbg,v:06mFNPU0aB8,1,UCq3mDTTRZnUybct5M9OSXbg,06mFNPU0aB8,@MacoMorales-i2i2d,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
a:UCqCrvuoJpC-aVb0f4logQRQ,v:j43HgwYFKfk,1,UCqCrvuoJpC-aVb0f4logQRQ,j43HgwYFKfk,@Lyrics_GT,La cooptación de Walter Mazariegos en la USAC
a:UCqilIa8r7iek5sGYg_q6ofA,v:lj983NWyAQY,1,UCqilIa8r7iek5sGYg_q6ofA,lj983NWyAQY,@rolandojuchuna484,Plan 2032 Ciudad de Guatemala
a:UCql1n3Ey6ULMSOACjMe-fxQ,v:6W4u8sGEnGM,1,UCql1n3Ey6ULMSOACjMe-fxQ,6W4u8sGEnGM,@RolandoGonzalez-o7g,Inician los trabajos de recuperación del Puente Belice II.
a:UCr1emrogPKkKTs_WTtx71xg,v:n8iP75gIpmw,1,UCr1emrogPKkKTs_WTtx71xg,n8iP75gIpmw,@domingopeneleu6457,Qué rico come tu diputado
a:UCrJn_rbo_ENAdeqneS-RmRw,v:n8iP75gIpmw,2,UCrJn_rbo_ENAdeqneS-RmRw,n8iP75gIpmw,@josecarrera9623,Qué rico come tu diputado
a:UCrqXyRsg-_hTosURZ-uvoKg,v:OkXlHx0hx-8,1,UCrqXyRsg-_hTosURZ-uvoKg,OkXlHx0hx-8,@flornolberto2425,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCsGoJEvb-cFPZ2rWoJcXzEQ,v:j43HgwYFKfk,1,UCsGoJEvb-cFPZ2rWoJcXzEQ,j43HgwYFKfk,@sergiohinestroza9709,La cooptación de Walter Mazariegos en la USAC
a:UCsJJAvrVGupdmhOqgtDp8dg,v:n8iP75gIpmw,1,UCsJJAvrVGupdmhOqgtDp8dg,n8iP75gIpmw,@nestorlorenzana1168,Qué rico come tu diputado
a:UCsSXdJct-nsS8DsABoEsaYA,v:n8iP75gIpmw,1,UCsSXdJct-nsS8DsABoEsaYA,n8iP75gIpmw,@IvánPérez-j4j,Qué rico come tu diputado
a:UCsUCN0Yq_UyTvKjOJLmNrnQ,v:b_Hkrkl3adA,1,UCsUCN0Yq_UyTvKjOJLmNrnQ,b_Hkrkl3adA,@moisesvaldez4043,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales
a:UCsUCN0Yq_UyTvKjOJLmNrnQ,v:n8iP75gIpmw,1,UCsUCN0Yq_UyTvKjOJLmNrnQ,n8iP75gIpmw,@moisesvaldez4043,Qué rico come tu diputado
a:UCs_5qeqdku9tGAq22y3OcuQ,v:lj983NWyAQY,1,UCs_5qeqdku9tGAq22y3OcuQ,lj983NWyAQY,@alexandrevasquez4135,Plan 2032 Ciudad de Guatemala
a:UCsjs5Hp_r86x1xbK6FAeqaA,v:n8iP75gIpmw,1,UCsjs5Hp_r86x1xbK6FAeqaA,n8iP75gIpmw,@alvaroesquivel563,Qué rico come tu diputado
a:UCtCtts20bW6F9CSohau51Iw,v:6W4u8sGEnGM,2,UCtCtts20bW6F9CSohau51Iw,6W4u8sGEnGM,@carlosgranados9875,Inician los trabajos de recuperación del Puente Belice II.
a:UCtMBF_1O2jY2INlb_luuB_A,v:lj983NWyAQY,1,UCtMBF_1O2jY2INlb_luuB_A,lj983NWyAQY,@mynorgudiel8646,Plan 2032 Ciudad de Guatemala
a:UCtNfIBnc5S5DbbQj_yxgJTw,v:n8iP75gIpmw,1,UCtNfIBnc5S5DbbQj_yxgJTw,n8iP75gIpmw,@JosueRamirez-ey3ih,Qué rico come tu diputado
a:UCtNyHmRZtvGF2hSvI2dUBWw,v:PjmxCj-a9Hg,2,UCtNyHmRZtvGF2hSvI2dUBWw,PjmxCj-a9Hg,@aureliomaldonado4793,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCtUR3_CAiE7fCoZHM6cMfyQ,v:n8iP75gIpmw,1,UCtUR3_CAiE7fCoZHM6cMfyQ,n8iP75gIpmw,@mdelcid01,Qué rico come tu diputado
a:UCtiHFjFu7d5v2XxHnKFUYig,v:OkXlHx0hx-8,1,UCtiHFjFu7d5v2XxHnKFUYig,OkXlHx0hx-8,@Paul-gf7ec,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
a:UCtowGNY2lnlg6O2CkwDgkLg,v:TT4qJ5FXHYE,1,UCtowGNY2lnlg6O2CkwDgkLg,TT4qJ5FXHYE,@taniagabrielacelis8434,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres."
a:UCtsxPYw8VUsH_FfnKg-0lmw,v:6W4u8sGEnGM,1,UCtsxPYw8VUsH_FfnKg-0lmw,6W4u8sGEnGM,@AlejandroPérez-b6r,Inician los trabajos de recuperación del Puente Belice II.
a:UCu8_3-Wg-YzNyvHYQDEscfw,v:j43HgwYFKfk,1,UCu8_3-Wg-YzNyvHYQDEscfw,j43HgwYFKfk,@RolandoCastroPérez-d7y,La cooptación de Walter Mazariegos en la USAC
a:UCuP4UK33HKtJE_S39ksmaTw,v:PjmxCj-a9Hg,1,UCuP4UK33HKtJE_S39ksmaTw,PjmxCj-a9Hg,@herbertaguilar1387,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCuXmOjxC-htcprLgeVXz6Tg,v:j43HgwYFKfk,1,UCuXmOjxC-htcprLgeVXz6Tg,j43HgwYFKfk,@jorgeaguilar-bq3uj,La cooptación de Walter Mazariegos en la USAC
a:UCueV9cTyTDwgQSec1x2dYgA,v:n8iP75gIpmw,1,UCueV9cTyTDwgQSec1x2dYgA,n8iP75gIpmw,@fredydomingo7062,Qué rico come tu diputado
a:UCujPF2nBgsTD62nWE3lcpIg,v:n8iP75gIpmw,1,UCujPF2nBgsTD62nWE3lcpIg,n8iP75gIpmw,@victorarturoruanobautista7588,Qué rico come tu diputado
a:UCusjriFsDHEc2AOjqk-p5ig,v:PjmxCj-a9Hg,1,UCusjriFsDHEc2AOjqk-p5ig,PjmxCj-a9Hg,@pablobarrios7931,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
a:UCut6b9S98nv84cVX89PmKzA,v:n8iP75gIpmw,2,UCut6b9S98nv84cVX89PmKzA,n8iP75gIpmw,@yeniferaguirre4498,Qué rico come tu diputado
a:UCvApqeCbLod-wejtT4CcVuA,v:n8iP75gIpmw,1,UCvApqeCbLod-wejtT4CcVuA,n8iP75gIpmw,@davidgaher9550,Qué rico come tu diputado
a:UCvDwJBBY1mHK70aTEYl6rsA,v:6W4u8sGEnGM,1,UCvDwJBBY1mHK70aTEYl6rsA,6W4u8sGEnGM,@cristianescobedo8296,Inician los trabajos de recuperación del Puente Belice II.
a:UCvcu1kR8xMYy_I1Ty-2mV2Q,v:WIUZtitfLRw,1,UCvcu1kR8xMYy_I1Ty-2mV2Q,WIUZtitfLRw,@hashojea7348,Caminar en una ciudad hecha para carros
a:UCvcu1kR8xMYy_I1Ty-2mV2Q,v:ndAZjHqzzT8,2,UCvcu1kR8xMYy_I1Ty-2mV2Q,ndAZjHqzzT8,@hashojea7348,Internet: escoger el menos malo
a:UCvcu1kR8xMYy_I1Ty-2mV2Q,v:yLZS3JiEBg8,1,UCvcu1kR8xMYy_I1Ty-2mV2Q,yLZS3JiEBg8,@hashojea7348,Arroz con pollo a la MONOPOLIO
a:UCvl1tzQeBeGy6efPTRJXSCw,v:06mFNPU0aB8,1,UCvl1tzQeBeGy6efPTRJXSCw,06mFNPU0aB8,@RaulPerez-cw2vi,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
a:UCwCfs-2zbD5k0lG-UVg_JBw,v:06mFNPU0aB8,1,UCwCfs-2zbD5k0lG-UVg_JBw,06mFNPU0aB8,@JessicaHuaz-96,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
a:UCwEe1RKlEv1UpNWmWYfSh4w,v:yLZS3JiEBg8,1,UCwEe1RKlEv1UpNWmWYfSh4w,yLZS3JiEBg8,@marioramirez299,Arroz con pollo a la MONOPOLIO
a:UCwO2SXr0ggzwg6QWWrr01nQ,v:n8iP75gIpmw,1,UCwO2SXr0ggzwg6QWWrr01nQ,n8iP75gIpmw,@ricardofigueroa5720,Qué rico come tu diputado
a:UCwUAv3_LpWVtTIi7lkmTL7A,v:lj983NWyAQY,1,UCwUAv3_LpWVtTIi7lkmTL7A,lj983NWyAQY,@kingr4706,Plan 2032 Ciudad de Guatemala
a:UCwW2OFy95P7ZBkOPxWkpvYg,v:n8iP75gIpmw,2,UCwW2OFy95P7ZBkOPxWkpvYg,n8iP75gIpmw,@TeresaLucero-b5o,Qué rico come tu diputado
a:UCwgCc9Jd_gG-uLE_SY-FfPg,v:j43HgwYFKfk,1,UCwgCc9Jd_gG-uLE_SY-FfPg,j43HgwYFKfk,@armindapenados2841,La cooptación de Walter Mazariegos en la USAC
a:UCwha8rxULYMVtNwZWeSkE1A,v:n8iP75gIpmw,1,UCwha8rxULYMVtNwZWeSkE1A,n8iP75gIpmw,@mariasamo8637,Qué rico come tu diputado
a:UCwjUvRseNtJoItylIyIez7Q,v:j43HgwYFKfk,1,UCwjUvRseNtJoItylIyIez7Q,j43HgwYFKfk,@Silviazea,La cooptación de Walter Mazariegos en la USAC
a:UCwxoKK59nGCeBqB2sXfDBIw,v:6W4u8sGEnGM,1,UCwxoKK59nGCeBqB2sXfDBIw,6W4u8sGEnGM,@vic-bonivideos,Inician los trabajos de recuperación del Puente Belice II.
a:UCxKR3RA8T-kxMgq_2WWhRcQ,v:lj983NWyAQY,1,UCxKR3RA8T-kxMgq_2WWhRcQ,lj983NWyAQY,@elenaluarca9377,Plan 2032 Ciudad de Guatemala
